sku_id,category,name,mrp,discountpercent,availablequantity,discountedsellingprice,weightingms,outofstock,quantity
715,Munchies,Satyam Khobra,113,10,5,101,200,FALSE,200
716,Munchies,Betty Crocker Complete Pancake Mix Original,110,4,6,105,250,FALSE,500
717,Munchies,Borges Durum Wheat Fusilli Pasta ,250,0,3,250,500,FALSE,500
718,Munchies,24 Mantra Organic Green Moong Dal - Split,135,0,2,135,500,FALSE,500
719,Munchies,Weikfield Vanilla Flavoured Custard Powder,37,0,6,37,100,FALSE,100
720,Munchies,Tata Sampann Moong Dal Split,180,1,5,178,1000,FALSE,200
721,Munchies,Tata Sampann Kala Chana,64,0,5,64,500,FALSE,500
722,Munchies,Saffola Soya Chunks Mealmaker,50,0,2,50,200,FALSE,200
723,Munchies,24 Mantra Bura Sugar (Demerara),80,10,6,72,500,FALSE,500
724,Munchies,Popular Essentials Green Cardamom (Elaichi),200,1,6,198,50,FALSE,50
725,Munchies,Hershey's Syrup Delicious Strawberry,95,0,1,95,200,FALSE,200
726,Munchies,Popular Essentials Anjeer,190,11,4,169,100,FALSE,100
727,Munchies,Popular Essentials Mustard Seeds Rai Small,20,0,2,20,100,FALSE,100
728,Munchies,Weikfield Baking Powder,33,3,6,32,100,FALSE,100
729,Munchies,Dabur Honey Squeezy,185,9,6,167,225,FALSE,225
730,Munchies,Tata Sampann High Protein Kali Urad,91,14,6,78,500,FALSE,500
731,Munchies,Everest Kitchen King Masala,37,2,6,36,50,FALSE,50
732,Munchies,Chef's Basket Durum Wheat Fusilli Pasta,160,50,6,80,500,FALSE,500
733,Munchies,TilSona Til Oil,180,10,2,162,500,FALSE,500
734,Munchies,Top Ramen Chicken Noodles,60,10,1,54,280,FALSE,280
735,Munchies,Everest Chaat Masala,35,2,1,34,50,FALSE,50
736,Munchies,Keya Wonder Red Hot Chilli Flakes,89,10,2,80,40,FALSE,40
737,Munchies,Popular Essentials White Peas (Un-Polished),80,10,5,72,500,FALSE,500
738,Munchies,Ching’s Secret Chowmein Hakka Noodles Masala ,44,0,2,44,60,FALSE,60
739,Munchies,Dhara Filtered Groundnut Oil (Jar),1050,1,6,1035,5000,FALSE,5
740,Munchies,Pillsbury Choco Chip Pancake Mix,99,5,6,94,165,FALSE,165
741,Munchies,Hershey's Caramel Syrup,230,0,1,230,623,FALSE,623
742,Munchies,Pillsbury Multi Grain Atta,60,6,3,56,1000,FALSE,1
743,Munchies,McCain New Mini Samosa with Cheese Corn Style Filling,120,1,2,118,240,FALSE,240
744,Munchies,Satyam Puffed Rice Kurmura (A),43,0,6,43,200,FALSE,200
745,Munchies,MTR 3 Min Poha,25,0,6,25,60,FALSE,60
746,Munchies,Ching's Manchurian Instant Noodles,15,0,5,15,60,FALSE,60
747,Munchies,Everest Pav Bhaji Masala,70,0,2,70,100,FALSE,100
748,Munchies,Hershey's Chocolate Flavour Syrup,220,6,6,205,623,FALSE,680
749,Munchies,Popular Essentials Dhania (Coriander Seeds),55,16,4,46,200,FALSE,200
750,Munchies,24 Mantra Red Chilly Whole,70,7,1,65,100,FALSE,100
751,Munchies,Dabur Honey - World's No.1,120,0,6,120,250,FALSE,250
752,Munchies,24 Mantra Organic Puffed Rice,40,2,6,39,200,FALSE,200
753,Munchies,24 Mantra Organic Wheat Daliya ,48,2,2,47,500,FALSE,500
754,Munchies,24 Mantra Organic Ragi Flour,65,20,4,52,500,FALSE,500
755,Munchies,Popular Essentials Cinnamon Whole (Dalchini),35,5,6,33,25,FALSE,25
756,Munchies,Sundrop Super Lite Advanced - Sunflower Oil,215,0,4,215,1000,FALSE,1
757,Munchies,Pillsbury Atta/Godihittu - Chakki Fresh,102,7,4,94,2000,FALSE,2
758,Munchies,Popular Essentials Green Moong Chilka/Chilka (Un-Polished),85,7,5,79,500,FALSE,500
759,Munchies,Popular Essentials HMT Kolam Steam,75,0,3,75,1000,FALSE,1
760,Munchies,Popular Essentials Black Urad Split,80,10,4,72,500,FALSE,500
761,Munchies,Keya Oregano,109,10,5,98,9,FALSE,9
762,Munchies,Popular Essentials Pink Rajma,100,10,6,90,500,FALSE,500
763,Munchies,Everest Chicken Masala,74,2,6,72,100,FALSE,100
764,Munchies,Popular Essentials HMT Kolam Steam,370,10,6,333,5000,FALSE,5
765,Munchies,Everest Shahi Paneer Masala,42,4,5,40,50,FALSE,50
766,Munchies,Godrej Yummiez Chicken Nuggets,325,9,1,293,500,FALSE,500
767,Munchies,Flying Bird Vanilla Essence,35,2,6,34,20,FALSE,20
769,Munchies,Popular Essentials Californian Almond,695,32,6,470,500,FALSE,500
770,Munchies,Cornitos Cornitos Taco Shells - 4 Inches,110,20,6,88,80,FALSE,80
771,Munchies,Everest Rajma Masala,33,3,5,32,50,FALSE,50
772,Munchies,Popular Essentials White Til,40,5,1,38,100,FALSE,100
773,Munchies,Amul Dark Compound Chocolate Slab,125,2,6,122,500,FALSE,500
774,Munchies,Mothers Recipe Papad Chana Masala,79,10,6,71,200,FALSE,200
775,Munchies,Ching's Schezwan Masala Instant Noodles,60,0,1,60,240,FALSE,240
776,Munchies,Amul Milk Compound Chocolate Slab,110,2,6,107,500,FALSE,500
777,Munchies,Eastern Chicken Masala,70,7,3,65,100,FALSE,100
778,Munchies,Popular Essentials Methi Seeds,25,0,5,25,100,FALSE,100
779,Munchies,Saffola Yummy Masala Noodles ,20,0,2,20,46,FALSE,46
780,Munchies,Cadbury Hot Chocolate,175,5,6,166,200,FALSE,200
781,Munchies,Ching's Chicken Chilli Masala,10,0,6,10,20,FALSE,20
782,Munchies,Dabur Keora water - Authentic flavour for Biryani's and Desserts,62,6,6,58,250,FALSE,250
783,Munchies,Popular Essentials Black Cardamom/Elaichi ,100,10,6,90,50,FALSE,50
784,Munchies,Popular Essentials Idli Rice,60,10,4,54,1000,FALSE,1
785,Munchies,Everest Chole Masala,33,3,1,32,50,FALSE,50
786,Munchies,Dabur Hommade Tamarind Paste,48,6,6,45,200,FALSE,200
787,Munchies,"Maggi Magic Cubes, Vegetarian Masala (Free 2 Cubes Inside)",35,2,6,34,48,FALSE,48
788,Munchies,Popular Essentials Cooking Soda,30,10,6,27,200,FALSE,200
789,Munchies,RRO Primio Refined Groundnut Oil Pet Bottle,255,6,2,239,1000,FALSE,1
790,Munchies,Everest Pani Puri Masala,31,3,6,30,50,FALSE,50
791,Munchies,Nissin Cup Noodles Tangy Tomato,50,10,2,45,70,FALSE,70
792,Munchies,Ching's Veg Manchurian Masala,10,0,2,10,20,FALSE,20
793,Munchies,Ceres Foods Fish Mustard Instant Liquid Masala,220,50,6,110,200,FALSE,200
794,Munchies,Everest Garam Masala,158,10,6,142,200,FALSE,200
795,Munchies,24 Mantra Organic Jowar Flour,70,7,6,65,500,FALSE,500
796,Munchies,Maggi Coconut Milkpowder,100,0,6,100,100,FALSE,100
797,Munchies,On1y Pepper Grinder,159,9,1,144,50,FALSE,50
798,Munchies,Popular Essentials Rice Flour,60,0,3,60,1000,FALSE,1
799,Munchies,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,28,10,1,25,65,FALSE,65
800,Munchies,24 Mantra Organic Brown Sona Masoori Rice,95,0,6,95,1000,FALSE,1
801,Munchies,Happilo Premium Afghani Anjeer,365,29,2,256,200,FALSE,200
802,Munchies,Popular Essentials Chiroti Sooji,35,2,6,34,500,FALSE,500
803,Munchies,RRO Til Dil Premium Til Oil Bottle,330,10,5,294,1000,FALSE,1
804,Munchies,Popular Essentials Red Rajma,90,10,6,81,500,FALSE,500
805,Munchies,Cornitos Peanut - Premium Salted ,120,10,6,108,150,FALSE,150
806,Munchies,Popular Essentials Black Pepper,100,10,5,90,100,FALSE,100
807,Munchies,24 Mantra Organic Tur Dal - Split,130,7,6,120,500,FALSE,500
808,Munchies,Sugarfree Gold Low Calorie Sweetner,65,6,3,61,110,FALSE,100
809,Munchies,Ching's Secret Paneer Chilli Masala,10,0,2,10,20,FALSE,20
810,Munchies,Dabur Honey ,220,7,3,204,500,FALSE,500
811,Munchies,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,28,17,3,23,65,FALSE,65
812,Munchies,Everest Tea Masala,55,9,2,50,50,FALSE,50
813,Munchies,Ching's Paneer Chilli Masala,44,0,4,44,60,FALSE,60
814,Munchies,Sunfeast YiPPee! Magic Masala Noodles,70,10,3,63,405,FALSE,405
815,Munchies,Everest Meat Masala Powder,74,9,3,67,100,FALSE,100
816,Munchies,Pillsbury Atta With Multigrains Wheat Grains,295,16,6,245,5000,FALSE,5
817,Munchies,Mother's Recipe Tamarind Paste,50,2,6,49,200,FALSE,200
818,Munchies,Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,49,8,6,45,200,FALSE,200
819,Munchies,Popular Essentials Cloves (Lavang),75,17,6,62,50,FALSE,50
820,Munchies,Sunfeast Yippee! Power Up Atta Noodles,96,15,6,81,280,FALSE,280
821,Munchies,Suhana Paneer Tikka Masala Mix,40,5,6,38,50,FALSE,50
822,Munchies,24 Mantra Turmeric Powder,35,2,6,34,100,FALSE,100
823,Munchies,24 Mantra Super Grain Quinoa,190,0,4,190,500,FALSE,500
824,Munchies,Everest Powder - Egg Curry Masala,40,2,6,39,50,FALSE,50
825,Munchies,Popular Essentials Pe Shah Jeera ,60,15,6,51,50,FALSE,50
826,Munchies,24 Mantra Organic Sattu Atta,95,0,6,95,500,FALSE,500
827,Munchies,Smith & Jones Pasta Masala,46,0,6,46,54,FALSE,54
828,Munchies,Weikfield Vanilla Custard Powder,142,9,3,128,500,FALSE,500
829,Munchies,Sugarfree Natura Low Calorie Sweetner ,300,10,3,270,42,FALSE,42
830,Munchies,Pillsbury Vanilla Custard Powder,37,2,6,36,100,FALSE,100
831,Munchies,24 Mantra Organic Rajma,145,0,6,145,500,FALSE,500
832,Munchies,Popular Essentials Broken Wheat/Daliya,35,2,6,34,500,FALSE,500
833,Munchies,Zorabian Chicken Smoked Ham,205,5,1,194,250,FALSE,250
834,Munchies,Smith & Jones Peri Peri Masala,99,0,6,99,75,FALSE,75
835,Munchies,Saffola Veggie Twist Masala Oats,195,12,2,171,500,FALSE,500
836,Munchies,Popular Essentials Urad Dal Split (Un-Polished),85,9,5,77,500,FALSE,500
837,Munchies,Weikfield Baking Powder,22,0,6,22,50,FALSE,50
838,Munchies,Popular Essentials Bajra Whole,65,13,6,56,1000,FALSE,1
839,Munchies,Weikfield Veg Jelly Crystals - Strawberry,45,2,6,44,90,FALSE,90
840,Munchies,Weikfield Veg Jelly Crystals - Raspberry,45,2,6,44,90,FALSE,90
841,Munchies,Popular Essentials Masoor Dal Split (Un-Polished),70,10,4,63,500,FALSE,500
843,Munchies,Popular Essentials Pista Salted (With Shell),470,21,5,371,250,FALSE,250
844,Munchies,The Bake Shop Bread Crumbs,50,6,3,47,400,FALSE,400
845,Munchies,Popular Essentials Horse Gram,40,10,4,36,500,FALSE,500
846,Munchies,Hershey's Chocolate Syrup,95,0,4,95,200,FALSE,200
847,Munchies,Godrej Yummiez Chilli Chicken Sausages ,160,10,3,144,250,FALSE,250
848,Munchies,Everest Kasuri Methi,25,0,6,25,25,FALSE,25
849,Munchies,Satyam Makhana,208,0,6,208,100,FALSE,100
850,Munchies,Everest Tandoori Chicken Masala,39,2,5,38,50,FALSE,50
851,Munchies,Weikfield Falooda Mix - Kesar Pista,49,2,3,48,200,FALSE,200
852,Munchies,Weikfield Cocoa Powder,70,7,6,65,50,FALSE,50
853,Munchies,Pantai Coconut Cream,150,4,4,143,400,FALSE,400
854,Munchies,Popular Essentials Coriander Seeds,15,0,5,15,50,FALSE,50
855,Munchies,Ching's Singapore Curry Instant Noodles,60,0,4,60,240,FALSE,240
856,Munchies,Eastern Fish Masala,48,2,5,47,100,FALSE,100
857,Munchies,Pillsbury Atta/Godihittu - Chakki Fresh,275,0,6,275,5000,FALSE,5
858,Munchies,"Oleev Smart Oil Fortified with VIT A, D, E & K (Pouch)",215,9,4,194,1000,FALSE,1
859,Munchies,Everest Dry Ginger Powder,75,9,4,68,100,FALSE,100
860,Munchies,Pillsbury Cooker Cake Mix - Choco,100,11,6,89,159,FALSE,159
861,Munchies,Hersheys Chocolate Almond Syrup,200,0,2,200,450,FALSE,450
862,Munchies,Satyam Nighties Spices  Chilli Pandi,56,7,5,52,100,FALSE,100
863,Munchies,Popular Essentials Popular Essential Pista Salted (With Shell),190,10,6,171,100,FALSE,100
864,Munchies,Godrej Yummiez Chicken Punjabi Tikka ,295,9,6,266,360,FALSE,360
865,Munchies,Popular Essentials Rozana Sona Masuri Raw Rice,350,10,5,312,5000,FALSE,5
866,Munchies,24 Mantra Mustard Oil (Cold Pressed) ,350,10,6,312,1000,FALSE,1
867,Munchies,24 Mantra Organic Black Pepper,170,7,6,157,100,FALSE,100
868,Munchies,Popular Essentials Green Moong Whole,90,16,3,75,500,FALSE,500
869,Munchies,24 Mantra Organic Masoor Dal - Split,95,7,6,88,500,FALSE,500
870,Munchies,Praakritik Organic Natural Rock Salt,60,6,3,56,500,FALSE,500
871,Munchies,24 Mantra Sunflower Oil (Cold Pressed) Pet Bottle,390,11,5,347,1000,FALSE,1
872,Munchies,"Ching's Secret Instant Noodles, Hot Garlic",60,0,4,60,240,FALSE,240
873,Munchies,Saffola Everyday Peppy Tomato Masala Oats,195,12,6,171,500,FALSE,500
874,Munchies,Dabur 100% Pure Honey - Worlds No.1,430,10,6,387,1000,FALSE,1
875,Munchies,Popular Essentials Star Anise,70,10,5,63,25,FALSE,25
876,Munchies,Ching's Secret Chicken 65 Masala - Chicken,10,0,5,10,20,FALSE,20
877,Munchies,Cadbury Cocoa Powder,223,5,6,211,150,FALSE,150
878,Munchies,Praakritik Natural Desi Gir Cow A2 Ghee,1450,10,6,1305,540,FALSE,540
879,Munchies,Praakritik Organic Poha,120,6,5,112,500,FALSE,500
880,Munchies,Praakritik Organic Natural Wild Forest Honey,160,6,4,150,200,FALSE,200
881,Munchies,Popular Essentials Dry Dates (Kharak),140,15,6,118,250,FALSE,250
882,Munchies,Popular Essentials Kashmiri Red Rajma,95,6,4,89,500,FALSE,500
883,Munchies,Dabur Hommade - Garlic Paste,50,6,6,47,200,FALSE,200
884,Munchies,Dabur 100% Pure Honey,330,10,1,297,400,FALSE,400
885,Munchies,Ching's Schezwan Fried Rice(Miracle Masala),44,0,5,44,60,FALSE,60
886,Munchies,"Maggi Magic Cubes, Vegetarian Masala",35,2,1,34,40,FALSE,40
887,Munchies,Everest Tandoori Chicken Masala,74,9,3,67,100,FALSE,100
888,Munchies,Popular Essentials Red Poha,45,4,6,43,500,FALSE,500
889,Munchies,Everest Kitchen King Masala,142,9,6,128,200,FALSE,200
890,Munchies,Pillsbury Oven Cake Mix - Rich Chocolate,165,10,5,147,285,FALSE,285
891,Munchies,Eastern Super Garam Masala,74,6,2,69,200,FALSE,200
892,Munchies,Maggi Magic Cubes Extra Chicken,40,2,6,39,48,FALSE,48
893,Munchies,Satyam Nighties Spices  Chilli Kashmiri,102,6,6,95,100,FALSE,100
894,Munchies,Eastern Cumin Powder,49,2,6,48,100,FALSE,100
895,Munchies,Popular Essentials Urad Gola White(Un-Polished),90,10,6,81,500,FALSE,500
896,Munchies,24 Mantra Organic Chana Dal,95,6,5,89,500,FALSE,500
897,Munchies,Delight Nuts Cashew Roasted & Salted,425,20,6,340,200,FALSE,200
898,Munchies,Popular Essentials Mace/Javitri,90,10,3,81,20,FALSE,20
899,Munchies,Dlicia Whip Topping Bottle,235,27,5,171,1000,FALSE,1
900,Munchies,Mother's Recipe Paste Ginger & Garlic,76,10,4,68,300,FALSE,300
901,Munchies,24 Mantra Groundnut Oil (Cold Pressed) Pet Bottle,410,10,6,369,1000,FALSE,1
902,Munchies,Satyam Pulses Masur Dal,87,6,6,81,500,FALSE,500
903,Munchies,Delight Nuts Pista Roasted & Salted,425,20,6,340,200,FALSE,200
904,Munchies,"Top Ramen Noodles, Atta",80,0,1,80,280,FALSE,280
905,Munchies,Hershey's Cocoa Powder,95,0,5,95,70,FALSE,70
906,Munchies,Praakritik Organic Singhara Atta,240,6,4,225,500,FALSE,500
907,Munchies,Gits Veg Biryani Ready to Eat,110,10,6,99,265,FALSE,265
908,Munchies,Delight Nuts Cranberries Sliced ,299,20,6,239,200,FALSE,200
909,Munchies,Borges Durum Wheat Pasta Superior Quality,250,40,6,149,500,FALSE,500
910,Munchies,Ceres Foods Laal Maas Instant Liquid Masala,220,50,5,110,200,FALSE,200
911,Munchies,Popular Essentials Sattu Atta,90,12,3,79,500,FALSE,500
912,Munchies,Popular Essentials Mustard Seeds Rai Yellow,25,0,5,25,100,FALSE,100
913,Munchies,Praakritik Organic Extra Virgin Coconut Oil,150,10,5,134,100,FALSE,100
914,Munchies,Praakritik Organic Garlic Powder,110,1,5,108,100,FALSE,100
915,Munchies,Sugarfree Gold Low Calorie Sweetner ,125,5,6,118,100,FALSE,100
916,Munchies,Aashirvaad Breakfast Instant Mix - Rice Idli,75,30,6,52,200,FALSE,200
917,Munchies,Kitchens Of India Mutter Paneer,130,4,6,124,285,FALSE,285
918,Munchies,Ching's Secret Veg Manchurian Masala,44,0,6,44,60,FALSE,60
919,Munchies,Popular Essentials Jowa Flour,50,2,5,49,500,FALSE,500
920,Munchies,Everest Shahi Biryani Masala,245,0,6,245,200,FALSE,200
921,Munchies,Popular Essentials Black Til,50,6,4,47,100,FALSE,100
922,Munchies,Popular Essentials Pancharatna Dal,80,10,6,72,500,FALSE,500
923,Munchies,Saffola 100% Pure Honey,475,8,2,437,1000,FALSE,750
924,Munchies,Popular Essentials Tamarind,150,14,6,128,500,FALSE,500
925,Munchies,Gits Rice Dosa Instant Breakfast Mix,60,5,5,57,200,FALSE,200
926,Munchies,Popular Essentials Poppy Seeds (Gasagase),280,7,6,260,100,FALSE,100
927,Munchies,Hershey's Hot Chocolate Powder,210,0,4,210,250,FALSE,250
928,Munchies,Borges Farfalle Durum Wheat Pasta ,250,0,5,250,500,FALSE,500
929,Munchies,Satyam Chilli  Bedgi,82,10,5,73,100,FALSE,100
930,Munchies,Aashirvaad Instant Mix - Rice Dosa,75,30,6,52,200,FALSE,200
931,Munchies,Hershey's Cocoa - Natural Unsweetened,270,10,4,243,225,FALSE,225
932,Munchies,Weikfield Veg Jelly Crystals - Mango,45,2,6,44,90,FALSE,90
933,Munchies,Praakritik Orrganic Cold Pressed Sesame Oil,130,10,5,117,100,FALSE,100
934,Munchies,Amulya Dairy Whitener ,380,2,4,372,1000,FALSE,1
935,Munchies,ITC Master Chef Hyderabadi Biryani,75,30,5,52,80,FALSE,80
936,Munchies,Flying Bird Butter Scotch Essence,50,2,6,49,20,FALSE,20
937,Munchies,Dabur Hommade - Ginger Paste,50,6,6,47,200,FALSE,200
938,Munchies,Popular Essentials Green Peas (Un-Polished),120,10,5,108,500,FALSE,500
939,Munchies,Quaker Oats Pouch,276,10,6,248,1500,FALSE,1
940,Munchies,24 Mantra Organic Urad White Whole,145,15,4,122,500,FALSE,500
941,Munchies,Popular Essentials Guntur Chilli Stemless,40,2,2,39,100,FALSE,100
942,Munchies,Popular Essentials Moth Whole,90,10,6,81,500,FALSE,500
943,Munchies,Keya Pizza Seasoning,109,17,6,90,45,FALSE,45
944,Munchies,Keya Piri Piri | Exotic Spices Mix,109,20,6,87,80,FALSE,80
945,Munchies,24 Mantra Organic Moong Dal,135,7,6,125,500,FALSE,500
946,Munchies,Betty Crocker French Vanilla Cake Mix,310,10,6,276,520,FALSE,520
947,Munchies,Delight Nuts Dried Cranberries ,340,20,6,272,200,FALSE,200
948,Munchies,Everest Kesari Milk Masala,205,0,2,205,50,FALSE,50
949,Munchies,Tong Garden Salted Cocktail Nuts,295,9,5,266,160,FALSE,160
950,Munchies,MTR Uttapam Mix,165,5,6,156,500,FALSE,500
951,Munchies,Gits Khaman Dhokla Instant Snack Mix,65,6,6,61,180,FALSE,180
952,Munchies,Happilo Premium 100% Natural Whole Cashews,335,29,6,235,200,FALSE,200
953,Munchies,Everest Dry Mango Powder,80,0,5,80,100,FALSE,100
954,Munchies,Dabur Hommade - Ginger Garlic Past Tub,110,5,6,104,400,FALSE,400
955,Munchies,Everest Chicken Masala,147,10,6,132,200,FALSE,200
956,Munchies,Gits Medu Vada Instant Snack Mix,90,4,6,86,200,FALSE,200
957,Munchies,Weikfield Drinking Chocolate Powder,65,10,6,58,100,FALSE,100
958,Munchies,Popular Essentials Regular White Lobia,70,10,6,63,500,FALSE,500
959,Munchies,Puro Healthy Salt Crystal,135,7,6,125,1000,FALSE,1
960,Munchies,Popular Essentials Premium Jeera Rice,140,0,5,140,1000,FALSE,1
961,Munchies,Smith & Jones Shahi Paneer Masala Mix,44,0,6,44,60,FALSE,60
962,Munchies,Betty Crocker Mug Treats - Chocolate Mix - Pack of 4,200,11,6,178,264,FALSE,264
963,Munchies,Smith & Jones Pasta Masala,60,10,5,54,108,FALSE,108
964,Munchies,Catch Black Pepper Sprinkler,100,0,1,100,50,FALSE,50
965,Munchies,Weikfield Cooker Cake Mix - Chocolate,95,6,6,89,150,FALSE,150
966,Munchies,ITC Master Chef Butter Chicken,75,30,6,52,80,FALSE,80
967,Munchies,Masala Oats Masala & Coriander ,195,9,5,176,500,FALSE,500
968,Munchies,Smith & Jones Mutter Paneer Masala,42,0,6,42,60,FALSE,60
969,Munchies,Kitchens of India Dal Bukhara Gravy Mix,110,30,6,77,285,FALSE,285
970,Munchies,Popular Essentials Fried Gram (Bengal Gram),70,10,6,63,500,FALSE,500
971,Munchies,Gits Jalebi with Maker Dessert Mix,75,16,6,63,100,FALSE,100
972,Munchies,Popular Essentials Soya Beans ,80,6,6,75,500,FALSE,500
973,Munchies,24 Mantra Organic Roasted Bengal Gram Dal,105,7,6,97,500,FALSE,500
974,Munchies,Keya Italian Seasoning,109,10,6,98,35,FALSE,35
975,Munchies,MTR Idli/Dosa/Chilly Chutney Powder,115,0,3,115,200,FALSE,200
976,Munchies,Delight Nuts Trail Mix ,399,25,6,299,200,FALSE,200
977,Munchies,Praakritik Organic Chilka Moong Dal,120,10,6,108,500,FALSE,500
978,Munchies,Smith & Jones Garlic & Herbs Masala Mix,99,0,6,99,75,FALSE,75
979,Munchies,Eastern Tamarind,63,0,6,63,200,FALSE,200
980,Munchies,Tong Garden Wasabi Coated Greenpeas Tin,200,11,6,178,180,FALSE,180
981,Munchies,Flying Bird Pineapple Artifical Food Essence,50,2,6,49,20,FALSE,20
982,Munchies,Mother's Recipe Tamarind Paste,50,2,2,49,200,FALSE,200
983,Munchies,Japanese Choice Udon Noodles,295,9,6,266,250,FALSE,250
984,Munchies,Pantai Coconut Milk,150,0,4,150,400,FALSE,400
985,Munchies,Praakritik Organic Masoor Dal,130,10,6,116,500,FALSE,500
986,Munchies,Popular Essentials Classic Sona Masuri Rice,430,10,6,387,5000,FALSE,5
987,Munchies,Popular Essentials Salted Murmure ,70,18,6,57,400,FALSE,400
988,Munchies,Oleev Active Oil (Pouch),265,9,6,239,1000,FALSE,1
989,Munchies,Delight Nuts Dried Blueberries ,540,20,6,432,150,FALSE,150
990,Munchies,Popular Essentials Double Beans White,60,10,6,54,250,FALSE,250
991,Munchies,Delight Nuts Almond Natural ,349,20,6,279,200,FALSE,200
992,Munchies,Praakritik Organic Jaggery,160,6,6,150,900,FALSE,900
993,Munchies,Praakritik Organic Raw Sugar,90,6,6,84,500,FALSE,500
994,Munchies,MTR Masala - Sambar Powder,115,0,4,115,200,FALSE,200
995,Munchies,RRO Til Dil Premium Til Oil Bottle,173,6,6,162,500,FALSE,500
996,Munchies,ITC Master Chef Vegetable Biryani Cooking Paste,75,30,5,52,80,FALSE,80
997,Munchies,Jivana Jaggery,100,0,2,100,950,FALSE,950
998,Munchies,Praakritik Organic Besan,170,6,6,159,500,FALSE,500
999,Munchies,MTR Instant Gulab Jamun Mix,195,9,6,176,500,FALSE,500
1000,Munchies,Maggi Magic Cubes Extra Chicken,199,0,2,199,240,FALSE,240
1001,Munchies,On1y Mixed Herbs,99,0,6,99,14,FALSE,14
1002,Munchies,Popular Essentials Urad Gola Black (Un-Polished),80,10,6,72,500,FALSE,500
1003,Munchies,Gits Dessert Mix China Grass Bombay Halwa,55,0,4,55,80,FALSE,80
1004,Munchies,Praakritik Organic Basmati Rice,170,0,5,170,500,FALSE,500
1005,Munchies,Ceres Foods Nalli Nihari Instant Liquid Masala,220,50,6,110,200,FALSE,200
1006,Munchies,Borges Canola Oil Pet Bottle,399,0,6,399,1000,FALSE,1
1007,Munchies,Suhana Biryani Masala,66,0,6,66,50,FALSE,50
1008,Munchies,On1y Black Salt Grinder,99,0,6,99,100,FALSE,100
1009,Munchies,Popular Essentials Nylon Til,40,2,6,39,100,FALSE,100
1010,Munchies,Pillsbury Rich Choco Oven Cake Mix - Egg Free,170,6,6,159,270,FALSE,270
1011,Munchies,Weikfield Tomato Salsa Instant Pasta,25,0,1,25,77,FALSE,77
1012,Munchies,Praakritik Organic Jowar Atta,110,6,6,103,500,FALSE,500
1013,Munchies,Sugarfree Gold Low Calorie Sweetner ,270,7,6,251,50,FALSE,50
1014,Munchies,Epicurea Thai Jasmine Rice,295,0,4,295,500,FALSE,500
1015,Munchies,Yummiez Chicken Garlic Fingers Pouch,250,0,5,250,400,FALSE,400
1016,Munchies,RRO Primio Refined Groundnut (Jar),490,11,6,436,2000,FALSE,2
1017,Munchies,Praakritik Organic Tuvar Dal,140,0,6,140,500,FALSE,500
1018,Munchies,Sugarfree Gold Low Calorie Sweetner,185,5,3,175,300,FALSE,300
1019,Munchies,Cantina Beans Mexican Beans,250,14,6,213,410,FALSE,410
1020,Munchies,Pillsbury Oven Cake Mix - Vanilla,175,10,6,156,225,FALSE,225
1021,Munchies,Hershey's Chocolate Milk Booster,200,0,6,200,450,FALSE,450
1022,Munchies,Popular Essentials Byadagi Chilli Stemless,80,0,6,80,100,FALSE,100
1023,Munchies,Suhana Spice Mix - Chicken Biryani,66,0,6,66,50,FALSE,50
1024,Munchies,Praakritik Organic Yellow Moon Dal,135,0,6,135,500,FALSE,500
1025,Munchies,Maggi Magic Cubes Extra Chicken,199,10,6,179,240,FALSE,240
1026,Munchies,Dhara Filtered Groundnut Oil (Jar),1050,0,2,1050,5000,FALSE,5
1027,Munchies,24 Mantra Sona Masuri Brown Rice,475,10,6,423,5000,FALSE,5
1028,Munchies,24 Mantra Organic Pancharatna Dal - Split,130,7,6,120,500,FALSE,500
1029,Munchies,24 Mantra Organic Cumin Powder,70,0,6,70,100,FALSE,100
1030,Munchies,Popular Essentials Samba Broken Wheat,100,11,6,89,500,FALSE,500
1031,Munchies,Betty Crocker Chocolate Fudge Cake Mix,295,0,6,295,475,FALSE,475
1032,Munchies,Borges Extra Light Olive Oil Bottle ,2600,46,6,1399,2000,FALSE,2
1033,Munchies,Flying Bird Premium Orange Artificial Food Essence,60,0,6,60,20,FALSE,20
1034,Munchies,Popular Essentials Red Cherry/Gundu Chilli,95,0,6,95,100,FALSE,100
1035,Munchies,Super Saver Kolam Rice Sortex Clean ,700,10,3,630,5000,FALSE,5
1036,Munchies,Flying Bird Food Essence - Kewra,50,0,6,50,20,FALSE,20
1037,Munchies,MTR Vada Breakfast,200,0,1,200,500,FALSE,500
1038,Munchies,On1y Pasta Seasoning,99,0,6,99,30,FALSE,30
1039,Munchies,Praakritik Organic Indrayani Rice,70,0,6,70,500,FALSE,500
1040,Munchies,On1y Pizza Seasoning,99,0,6,99,28,FALSE,28
1041,Munchies,Kitchens of India Mutter Paneer Mix,120,30,4,84,285,FALSE,285
1042,Munchies,Aashirvaad Svasti Cow Ghee Tetra Pack,295,0,6,295,500,FALSE,500
1043,Munchies,Weikfield Cooker Cake Mix - Vanilla,95,0,6,95,150,FALSE,150
1044,Munchies,Praakritik Organic Kapli Wheat Atta,165,10,6,147,1000,FALSE,1
